,algo,iter,groupSize,intCosSim,intCosSimBin,topintRatio,intJaccard
0,randomOnce,1,20,0.33515635714023956,0.22987214106707118,0.3,0.5649122807017544
1,randomOnce,1,20,0.35886633599909823,0.25463235474915025,0.3,0.5333333333333333
2,randomOnce,1,20,0.2988692738054872,0.26119735185889137,0.45,0.5991228070175438
3,randomOnce,1,20,0.35092875313642896,0.2469119774117019,0.3,0.5052631578947369
4,randomOnce,1,20,0.2581214354157682,0.22113131970706085,0.35,0.6236842105263157
5,randomPerDay,1,20,0.3682695017162384,0.24325807173959177,0.25,0.5043859649122807
6,randomPerDay,1,20,0.24555819684147626,0.19849479180486035,0.3,0.5956140350877193
7,randomPerDay,1,20,0.30450250598656436,0.2167302860087859,0.3,0.5921052631578947
8,randomPerDay,1,20,0.313839149955252,0.2674428987304403,0.35,0.5842105263157895
9,randomPerDay,1,20,0.3584088868645676,0.2641133878603732,0.3,0.5394736842105263
10,randomPerDay,1,20,0.31224058877908667,0.27343081708082895,0.4,0.5482456140350878
11,randomPerDay,1,20,0.4290305613345616,0.3204205414365899,0.4,0.6096491228070176
12,randomPerDay,1,20,0.2971320567555369,0.2077684533581645,0.25,0.5280701754385965
13,randomPerDay,1,20,0.36167765527228013,0.29895525307540755,0.35,0.6333333333333333
14,randomPerDay,1,20,0.28441714306569954,0.18008369196551297,0.2,0.5228070175438596
15,randomPerDay,1,20,0.3340078073652207,0.25005370066045013,0.35,0.5350877192982456
16,randomPerDay,1,20,0.3042752409221541,0.22133740628813092,0.3,0.5745614035087719
17,randomPerDay,1,20,0.3072495624680179,0.24701383636920446,0.3,0.6271929824561403
18,randomPerDay,1,20,0.27399929986049215,0.2221486689589991,0.25,0.5368421052631579
19,randomPerDay,1,20,0.40480070152002096,0.2918424502347545,0.3,0.5578947368421052
20,clusterOnceKmeans,1,14,0.6810284069610906,0.8855271977687166,1.0,0.7032967032967034
21,clusterOnceKmeans,1,27,0.6873578367882074,0.9620284252201762,1.0,0.6904083570750238
22,clusterOnceKmeans,1,15,0.6955954235935232,0.8998219442664065,1.0,0.780952380952381
23,clusterOnceKmeans,1,21,0.7267536157307785,0.9477293001214647,1.0,0.7761904761904762
24,clusterOnceKmeans,1,23,0.42889995942268005,0.45435323703272745,0.5217391304347826,0.6047430830039525
25,randomOnce,2,20,0.25856005264533716,0.2137960047040133,0.35,0.6052631578947368
26,randomOnce,2,20,0.4235120825081254,0.32745817969973195,0.35,0.5114035087719299
27,randomOnce,2,20,0.4395565356106606,0.39390987423677293,0.5,0.5631578947368421
28,randomOnce,2,20,0.28135562351236443,0.23692791767037522,0.35,0.5982456140350877
29,randomOnce,2,20,0.32017050081299353,0.2905488816713486,0.45,0.5780701754385965
30,randomPerDay,2,20,0.4275792049330975,0.3159583491214741,0.4,0.5298245614035088
31,randomPerDay,2,20,0.27735503201031736,0.2703274686742303,0.3,0.6192982456140351
32,randomPerDay,2,20,0.2878455102799425,0.24010856021293195,0.35,0.5649122807017544
33,randomPerDay,2,20,0.39834050729020276,0.35878001887450817,0.5,0.5728070175438597
34,randomPerDay,2,20,0.34514461014789044,0.28862566940792483,0.45,0.5675438596491228
35,randomPerDay,2,20,0.39669006422637093,0.3185324855867451,0.35,0.49736842105263157
36,randomPerDay,2,20,0.34704747761942256,0.29090538520203313,0.5,0.5885964912280701
37,randomPerDay,2,20,0.3753065444876449,0.3169898401149836,0.4,0.5947368421052631
38,randomPerDay,2,20,0.29485445427506707,0.263501441981701,0.35,0.6149122807017544
39,randomPerDay,2,20,0.34887157494458376,0.3069544966052084,0.4,0.5482456140350878
40,randomPerDay,2,20,0.3365466765958247,0.2522698728185518,0.3,0.5491228070175438
41,randomPerDay,2,20,0.3220359775679809,0.30533803172916857,0.45,0.5596491228070175
42,randomPerDay,2,20,0.41586444492156155,0.35238468618571606,0.5,0.543859649122807
43,randomPerDay,2,20,0.36837074973694733,0.3096759296302335,0.4,0.6035087719298246
44,randomPerDay,2,20,0.29879204165359213,0.25685185780793546,0.35,0.587719298245614
45,clusterOnceKmeans,2,17,0.8015863374637621,0.9634701843171471,1.0,0.8529411764705882
46,clusterOnceKmeans,2,40,0.7191362142642342,0.9425793186386423,1.0,0.757051282051282
47,clusterOnceKmeans,2,17,0.7355463027062867,0.9420184926678574,1.0,0.7892156862745098
48,clusterOnceKmeans,2,9,0.7139167031751552,0.8959118606858862,1.0,0.7685185185185185
49,clusterOnceKmeans,2,17,0.6096160647937987,0.504311735694589,0.6470588235294118,0.553921568627451
50,randomOnce,3,20,0.33273487726518547,0.23082697898484492,0.3,0.5482456140350878
51,randomOnce,3,20,0.33967478475886914,0.23989074344299435,0.3,0.5631578947368421
52,randomOnce,3,20,0.4604630830563238,0.30171801951178834,0.25,0.5622807017543859
53,randomOnce,3,20,0.2995304379568068,0.22055162108633944,0.35,0.5728070175438597
54,randomOnce,3,20,0.2391729021550404,0.22041062347243778,0.3,0.5903508771929824
55,randomPerDay,3,20,0.3267218944771559,0.23809403399857926,0.25,0.5456140350877193
56,randomPerDay,3,20,0.2848771866115079,0.18620247159807524,0.25,0.5701754385964912
57,randomPerDay,3,20,0.3005553791238263,0.2336083382245653,0.35,0.5342105263157895
58,randomPerDay,3,20,0.3370508706298536,0.2046739899997247,0.3,0.5719298245614035
59,randomPerDay,3,20,0.3986273041440114,0.3778745756782431,0.45,0.5728070175438597
60,randomPerDay,3,20,0.33340618381944476,0.27450537503757305,0.45,0.6271929824561403
61,randomPerDay,3,20,0.34223012074234876,0.3047179199846826,0.5,0.5903508771929824
62,randomPerDay,3,20,0.2905126254956887,0.22700253349030117,0.25,0.5605263157894737
63,randomPerDay,3,20,0.3482754981573554,0.2655513945114708,0.3,0.5271929824561403
64,randomPerDay,3,20,0.3746170383767427,0.220095960827942,0.25,0.5280701754385965
65,randomPerDay,3,20,0.395514626902727,0.34199702832661827,0.45,0.5885964912280701
66,randomPerDay,3,20,0.35081633281487357,0.24232399358641132,0.3,0.5587719298245614
67,randomPerDay,3,20,0.3516596474243297,0.21979100532293697,0.3,0.5184210526315789
68,randomPerDay,3,20,0.2213761195820093,0.16207924047401176,0.25,0.6175438596491228
69,randomPerDay,3,20,0.35998423036097693,0.26016178016797975,0.25,0.5605263157894737
70,clusterOnceKmeans,3,16,0.6701565982020599,0.9028573034370985,0.9375,0.6430555555555555
71,clusterOnceKmeans,3,26,0.8060034842783994,0.9817810773627297,1.0,0.8251282051282052
72,clusterOnceKmeans,3,28,0.5569792217959545,0.6167119975554787,0.7142857142857143,0.6485890652557319
73,clusterOnceKmeans,3,12,0.7768859397151796,0.986383105958699,1.0,0.803030303030303
74,clusterOnceKmeans,3,18,0.6707038505115108,0.9040092722537346,1.0,0.6830065359477124
75,randomOnce,4,20,0.3794989710911094,0.338873912890434,0.45,0.6622807017543859
76,randomOnce,4,20,0.31465053045411445,0.23127033347251266,0.3,0.5868421052631578
77,randomOnce,4,20,0.32790444275195657,0.24695512412006998,0.3,0.5473684210526316
78,randomOnce,4,20,0.33843865944255436,0.2445403602449851,0.25,0.5833333333333334
79,randomOnce,4,20,0.264673944035227,0.23133030092460616,0.4,0.6070175438596491
80,randomPerDay,4,20,0.32253701256007905,0.24530169392379614,0.4,0.5710526315789474
81,randomPerDay,4,20,0.3930181668064956,0.30428597361592574,0.4,0.6903508771929825
82,randomPerDay,4,20,0.3213086382110605,0.2521416408138601,0.3,0.5815789473684211
83,randomPerDay,4,20,0.3103299544129353,0.24686193259390918,0.3,0.5807017543859649
84,randomPerDay,4,20,0.2801635293905857,0.21718705633395236,0.35,0.5754385964912281
85,randomPerDay,4,20,0.4090679715588133,0.31738615657346964,0.4,0.6482456140350877
86,randomPerDay,4,20,0.3182731268125934,0.21139927531255237,0.25,0.5631578947368421
87,randomPerDay,4,20,0.3896873913274065,0.28014256438101764,0.4,0.6412280701754386
88,randomPerDay,4,20,0.3044858996764405,0.2564661471127952,0.35,0.5561403508771929
89,randomPerDay,4,20,0.2569120716864378,0.2003250712504898,0.3,0.5991228070175438
90,randomPerDay,4,20,0.2858705994209023,0.2351159369930341,0.3,0.5745614035087719
91,randomPerDay,4,20,0.30594649678288427,0.2542593099390935,0.35,0.6105263157894737
92,randomPerDay,4,20,0.32124607223152346,0.24199130500550664,0.35,0.6078947368421053
93,randomPerDay,4,20,0.35636036920063996,0.24079390925572589,0.3,0.5622807017543859
94,randomPerDay,4,20,0.2893676778037082,0.23066817441813245,0.3,0.5859649122807017
95,clusterOnceKmeans,4,12,0.7256101637538658,0.9176826768918607,1.0,0.7676767676767676
96,clusterOnceKmeans,4,25,0.7888305906768825,0.9542989128540653,1.0,0.8577777777777778
97,clusterOnceKmeans,4,28,0.7342057690267606,0.9566647596177482,1.0,0.7826278659611993
98,clusterOnceKmeans,4,24,0.5283340249898848,0.5395449376176892,0.625,0.6231884057971014
99,clusterOnceKmeans,4,11,0.7013279304981157,0.9247498807342369,1.0,0.7878787878787878
100,randomOnce,5,20,0.46823440158220864,0.3721781083858991,0.5,0.5684210526315789
101,randomOnce,5,20,0.31347015871373535,0.3063046059383332,0.4,0.5719298245614035
102,randomOnce,5,20,0.41847977538626185,0.2591281321255409,0.3,0.5517543859649122
103,randomOnce,5,20,0.357226226861448,0.2902736113480049,0.4,0.6175438596491228
104,randomOnce,5,20,0.27812109952338154,0.20522396704049792,0.3,0.5956140350877193
105,randomPerDay,5,20,0.4329698002164575,0.34063588163921604,0.4,0.5885964912280701
106,randomPerDay,5,20,0.3619583905926152,0.3056374663966668,0.45,0.6824561403508772
107,randomPerDay,5,20,0.35996239275375214,0.25021513953571567,0.35,0.5166666666666666
108,randomPerDay,5,20,0.3675530911536818,0.28982136944535286,0.45,0.5894736842105263
109,randomPerDay,5,20,0.3347003567524031,0.21457582766261835,0.2,0.5508771929824561
110,randomPerDay,5,20,0.41817385251402533,0.28485353612905373,0.35,0.5473684210526316
111,randomPerDay,5,20,0.36590661506550787,0.26413844861982083,0.35,0.5622807017543859
112,randomPerDay,5,20,0.3837939036072659,0.4273897450282568,0.55,0.5868421052631578
113,randomPerDay,5,20,0.32442248577204025,0.2159030215675621,0.25,0.5429824561403509
114,randomPerDay,5,20,0.3743589803418241,0.26163066872942364,0.45,0.6692982456140351
115,randomPerDay,5,20,0.3698997590637982,0.25431917476432525,0.3,0.5324561403508772
116,randomPerDay,5,20,0.30793181416819015,0.2192198516723543,0.3,0.5719298245614035
117,randomPerDay,5,20,0.431702227911167,0.3192186908466118,0.4,0.5578947368421052
118,randomPerDay,5,20,0.34862891859109024,0.2970327437177567,0.5,0.6228070175438596
119,randomPerDay,5,20,0.31961052855611494,0.23820606564530702,0.35,0.5956140350877193
120,clusterOnceKmeans,5,37,0.7486023166946397,0.9319826696386059,1.0,0.7812812812812813
121,clusterOnceKmeans,5,17,0.7537738406722849,0.9379737449073665,1.0,0.8063725490196079
122,clusterOnceKmeans,5,12,0.8063993646037818,0.9564185334859017,1.0,0.8712121212121212
123,clusterOnceKmeans,5,24,0.5679516054946092,0.529726087644098,0.5833333333333334,0.5597826086956522
124,clusterOnceKmeans,5,10,0.7488068373473464,0.9726114982307319,1.0,0.8148148148148148
125,randomOnce,6,20,0.22026525117685955,0.1778140712048003,0.3,0.6421052631578947
126,randomOnce,6,20,0.3190319540726994,0.2228110531332352,0.3,0.5359649122807018
127,randomOnce,6,20,0.3962437632032609,0.2986822495665982,0.4,0.5789473684210527
128,randomOnce,6,20,0.4281419448206715,0.3458086442211681,0.35,0.5184210526315789
129,randomOnce,6,20,0.3494711140415708,0.3308263216666786,0.4,0.6087719298245614
130,randomPerDay,6,20,0.30645737611495677,0.22700302509870665,0.3,0.5394736842105263
131,randomPerDay,6,20,0.2991148685157012,0.24870904268523586,0.3,0.5798245614035088
132,randomPerDay,6,20,0.32083260971867966,0.2060941478818465,0.3,0.5578947368421052
133,randomPerDay,6,20,0.35682502238734926,0.25990748649206713,0.3,0.5140350877192982
134,randomPerDay,6,20,0.351670273263447,0.28494017460981585,0.4,0.6368421052631579
135,randomPerDay,6,20,0.3345235665514357,0.25754341506415435,0.35,0.5640350877192982
136,randomPerDay,6,20,0.2891693784815312,0.24236583108824572,0.4,0.5868421052631578
137,randomPerDay,6,20,0.3656646946385056,0.29275555747077353,0.4,0.5491228070175438
138,randomPerDay,6,20,0.28756606367036525,0.227788087765979,0.3,0.6192982456140351
139,randomPerDay,6,20,0.3887261221066471,0.26563988279327116,0.35,0.5280701754385965
140,randomPerDay,6,20,0.28745342846430205,0.2247286312112843,0.25,0.5684210526315789
141,randomPerDay,6,20,0.29342511691437,0.20331625044347296,0.3,0.5605263157894737
142,randomPerDay,6,20,0.3065654141107529,0.26885821835609314,0.3,0.5631578947368421
143,randomPerDay,6,20,0.3413315380730059,0.3190277045813758,0.45,0.618421052631579
144,randomPerDay,6,20,0.37834165516663615,0.2635590028201412,0.25,0.5157894736842105
145,clusterOnceKmeans,6,27,0.5353483748042901,0.5040246182782616,0.6296296296296297,0.610636277302944
146,clusterOnceKmeans,6,31,0.7833558737276325,0.9385786676378071,1.0,0.8207885304659498
147,clusterOnceKmeans,6,12,0.7226041502330655,0.9526286950932553,1.0,0.7348484848484849
148,clusterOnceKmeans,6,15,0.6731283083287231,0.9110985272820213,1.0,0.6761904761904762
149,clusterOnceKmeans,6,15,0.7469857163354334,0.9460240138855472,1.0,0.7873015873015873
150,randomOnce,7,20,0.38090443494463133,0.30509641565112383,0.35,0.5675438596491228
151,randomOnce,7,20,0.3720149803457964,0.2371601591781598,0.3,0.519298245614035
152,randomOnce,7,20,0.3185036387003096,0.2823583300920013,0.4,0.5719298245614035
153,randomOnce,7,20,0.2766248999600715,0.26033754889013894,0.3,0.5701754385964912
154,randomOnce,7,20,0.3191461751326826,0.2582668786401865,0.3,0.5517543859649122
155,randomPerDay,7,20,0.3378318074565665,0.2851948997937255,0.3,0.5342105263157895
156,randomPerDay,7,20,0.2394919996687016,0.1903271603868321,0.25,0.5824561403508772
157,randomPerDay,7,20,0.2654668611564236,0.17518246658307754,0.2,0.5964912280701754
158,randomPerDay,7,20,0.4470250981742787,0.37523302276355425,0.5,0.5491228070175439
159,randomPerDay,7,20,0.34414810987155614,0.3144028432007549,0.35,0.5219298245614035
160,randomPerDay,7,20,0.34664672303425914,0.24732553263273394,0.35,0.5640350877192982
161,randomPerDay,7,20,0.3329584427823113,0.21042472949772437,0.25,0.5140350877192982
162,randomPerDay,7,20,0.277888822380169,0.24978265276364894,0.3,0.5307017543859649
163,randomPerDay,7,20,0.28625895135655816,0.2358477823850128,0.25,0.5517543859649122
164,randomPerDay,7,20,0.3304146275631825,0.30331863599831455,0.45,0.5780701754385965
165,randomPerDay,7,20,0.29439096594896175,0.2310483173865223,0.25,0.5280701754385965
166,randomPerDay,7,20,0.3259531287385599,0.27266412673696977,0.35,0.5342105263157895
167,randomPerDay,7,20,0.37484104251106865,0.3009927651703382,0.4,0.5631578947368421
168,randomPerDay,7,20,0.2981394802255854,0.23204085379697745,0.3,0.5912280701754385
169,randomPerDay,7,20,0.31223058603091064,0.22215553461650514,0.25,0.5236842105263158
170,clusterOnceKmeans,7,29,0.6780331322126205,0.9277433658158167,1.0,0.7134646962233169
171,clusterOnceKmeans,7,23,0.5393086630029325,0.5747839158904813,0.6086956521739131,0.616600790513834
172,clusterOnceKmeans,7,15,0.7795746577078797,0.9457360290390233,1.0,0.8444444444444444
173,clusterOnceKmeans,7,19,0.6847053031909821,0.8915407130232383,0.9473684210526315,0.7076023391812866
174,clusterOnceKmeans,7,14,0.6655778614650444,0.8703743170086721,1.0,0.7289377289377289
175,randomOnce,8,20,0.3117087832726075,0.2563602613749635,0.35,0.5535087719298245
176,randomOnce,8,20,0.42178537370224534,0.36820081784759867,0.5,0.5692982456140351
177,randomOnce,8,20,0.401959663158582,0.2785347939000098,0.3,0.5429824561403509
178,randomOnce,8,20,0.3104850904359617,0.2842758635220076,0.45,0.5947368421052631
179,randomOnce,8,20,0.46098922680124294,0.32004131833465793,0.25,0.49912280701754386
180,randomPerDay,8,20,0.447028545552433,0.3821615446747512,0.5,0.5701754385964912
181,randomPerDay,8,20,0.3663756095239815,0.2778061480581167,0.3,0.49473684210526314
182,randomPerDay,8,20,0.3266059466506608,0.280936701228049,0.4,0.5535087719298245
183,randomPerDay,8,20,0.3600222941395448,0.2852274409196782,0.35,0.5201754385964912
184,randomPerDay,8,20,0.33607878804576774,0.2392785882460947,0.3,0.5491228070175439
185,randomPerDay,8,20,0.36234489428009514,0.28330275689554585,0.35,0.5342105263157895
186,randomPerDay,8,20,0.39063588784956643,0.3158294110313158,0.35,0.5035087719298246
187,randomPerDay,8,20,0.3420485130894209,0.2450430302142429,0.35,0.5543859649122806
188,randomPerDay,8,20,0.34952909772915364,0.24163630731966831,0.3,0.5087719298245614
189,randomPerDay,8,20,0.4042590818163523,0.4016829039010075,0.5,0.5921052631578947
190,randomPerDay,8,20,0.4408322354085376,0.35048424988710464,0.45,0.5561403508771929
191,randomPerDay,8,20,0.2438430610875165,0.2073751061115027,0.35,0.6070175438596491
192,randomPerDay,8,20,0.4164470625756221,0.30415052466819004,0.4,0.5131578947368421
193,randomPerDay,8,20,0.38518818851021597,0.2727475417097542,0.25,0.5157894736842105
194,randomPerDay,8,20,0.39650350373535626,0.3268008483165932,0.45,0.5412280701754386
195,clusterOnceKmeans,8,20,0.47856564360881054,0.47362192990793267,0.55,0.5210526315789473
196,clusterOnceKmeans,8,37,0.6953044799451944,0.9436327870532843,1.0,0.7227227227227228
197,clusterOnceKmeans,8,13,0.8543638870130614,0.9930483293869045,1.0,0.9017094017094017
198,clusterOnceKmeans,8,17,0.6578246767482306,0.8130397134788753,0.8235294117647058,0.6446078431372549
199,clusterOnceKmeans,8,13,0.660380223001458,0.8993962313576915,1.0,0.6495726495726496
200,randomOnce,9,20,0.3527273916060463,0.2846766571783689,0.4,0.5175438596491228
201,randomOnce,9,20,0.3159635609461435,0.20931996533340166,0.25,0.5359649122807018
202,randomOnce,9,20,0.3659313680695627,0.27513500904455096,0.35,0.5640350877192982
203,randomOnce,9,20,0.3430513593717191,0.2659664811888865,0.35,0.5535087719298245
204,randomOnce,9,20,0.36968350517135007,0.3409248102481395,0.5,0.7078947368421052
205,randomPerDay,9,20,0.26591738654377645,0.2202995633383784,0.3,0.6043859649122807
206,randomPerDay,9,20,0.3506518309103338,0.23601246054346062,0.25,0.5368421052631579
207,randomPerDay,9,20,0.3683087210784989,0.3247039280978328,0.45,0.6078947368421053
208,randomPerDay,9,20,0.39289734339559285,0.3671025098515563,0.55,0.5649122807017544
209,randomPerDay,9,20,0.329424529304299,0.24058566829443712,0.3,0.5263157894736842
210,randomPerDay,9,20,0.2863807024942217,0.22610266849768876,0.35,0.5850877192982455
211,randomPerDay,9,20,0.37244899640510637,0.3154117106745759,0.45,0.5807017543859649
212,randomPerDay,9,20,0.29951020110227533,0.2066369595123233,0.25,0.5991228070175438
213,randomPerDay,9,20,0.35491983294049145,0.2788350903089709,0.3,0.5280701754385965
214,randomPerDay,9,20,0.3576835780969656,0.2794580114716705,0.45,0.5491228070175439
215,randomPerDay,9,20,0.36557711274856747,0.24612127282711918,0.35,0.5114035087719299
216,randomPerDay,9,20,0.26826162055225344,0.20484794572174375,0.3,0.5991228070175438
217,randomPerDay,9,20,0.28046832433427127,0.20995089611236598,0.25,0.5482456140350876
218,randomPerDay,9,20,0.39932925745823283,0.39312972522962203,0.55,0.6728070175438596
219,randomPerDay,9,20,0.3793798045310281,0.30578759826178464,0.35,0.5245614035087719
220,clusterOnceKmeans,9,25,0.550963085743051,0.5479015421477145,0.52,0.6066666666666667
221,clusterOnceKmeans,9,31,0.7985091295693111,0.9774382653225098,1.0,0.8172043010752689
222,clusterOnceKmeans,9,19,0.663571304209102,0.8190794732020856,0.8421052631578947,0.6803118908382066
223,clusterOnceKmeans,9,17,0.7071643430180753,0.8889638944692179,1.0,0.7475490196078431
224,clusterOnceKmeans,9,8,0.8255353783114608,0.9741812932890167,1.0,0.875
225,randomOnce,10,20,0.26418703514883446,0.22877034505515106,0.4,0.6447368421052632
226,randomOnce,10,20,0.30374977866592323,0.2307164991727978,0.25,0.525438596491228
227,randomOnce,10,20,0.2344180546835904,0.22006060206300712,0.25,0.5771929824561404
228,randomOnce,10,20,0.2874516270335613,0.21019007390057493,0.3,0.5789473684210527
229,randomOnce,10,20,0.392273808911188,0.3012432592695034,0.45,0.5517543859649122
230,randomPerDay,10,20,0.31932987565137955,0.23868107993985896,0.35,0.5771929824561404
231,randomPerDay,10,20,0.32050175187055446,0.2304735495241829,0.25,0.5421052631578948
232,randomPerDay,10,20,0.2892432338267497,0.25334191305827225,0.35,0.5833333333333334
233,randomPerDay,10,20,0.2614387295998996,0.2135066291730213,0.25,0.5640350877192982
234,randomPerDay,10,20,0.31584534192619074,0.2346092177683677,0.4,0.6166666666666667
235,randomPerDay,10,20,0.29632730834234783,0.23865462982237315,0.35,0.5298245614035088
236,randomPerDay,10,20,0.27737934891876,0.2390977744232807,0.35,0.5771929824561404
237,randomPerDay,10,20,0.2697978274264738,0.2687696662273509,0.45,0.6070175438596491
238,randomPerDay,10,20,0.30380110689121187,0.2293448428569219,0.35,0.5675438596491228
239,randomPerDay,10,20,0.2856038699518319,0.2037891712304334,0.25,0.5578947368421052
240,randomPerDay,10,20,0.4197964564425985,0.37454330431865734,0.5,0.5763157894736842
241,randomPerDay,10,20,0.27120409882928737,0.19929464243576192,0.25,0.5640350877192982
242,randomPerDay,10,20,0.27828320332169165,0.1741265224483369,0.25,0.5754385964912281
243,randomPerDay,10,20,0.31322808415749076,0.29267892581356847,0.5,0.5903508771929824
244,randomPerDay,10,20,0.2602033540290726,0.19922618320238197,0.25,0.587719298245614
245,clusterOnceKmeans,10,17,0.7051933096229915,0.9510424950315122,1.0,0.7230392156862745
246,clusterOnceKmeans,10,19,0.48009799062931785,0.5462489185886364,0.6842105263157895,0.6042884990253411
247,clusterOnceKmeans,10,32,0.7382488014949978,0.9359290883543496,1.0,0.782258064516129
248,clusterOnceKmeans,10,18,0.7387505987550695,0.9356374066937125,1.0,0.8071895424836601
249,clusterOnceKmeans,10,14,0.740810437478243,0.9168925951997527,1.0,0.7545787545787546
